70305	22037	69	0
28137	56826	67	0
18520	56826	67	0
73666	70093	11	0
73666	42960	16	0
73666	41000	69	0
73666	58892	11	0
73666	4091	16	0
73666	8168	97	0
88396	28747	79	2
92253	66120	23	0
47311	39150	6	0
73213	67084	4	0
73213	24572	54	4
73213	18186	97	0
73213	59657	97	0
73213	7285	4	0
73213	17643	45	0
73213	4130	59	2
73213	38348	16	3
2515	65025	59	0
43562	51785	69	0
40307	22892	6	0
91717	9010	3	0
79108	39233	1	0
35883	29614	56	0
93708	35866	51	1
22326	68634	29	0
22326	72164	83	0
22326	69361	29	0
79670	34680	91	0
47941	21062	34	2
8692	62634	69	0
12674	46811	41	0
58866	60420	91	0
73703	24562	31	0
72414	14694	22	3
29202	34251	51	0
64067	806	45	0
6325	50716	69	0
15113	23644	67	2
65484	34156	18	0
78679	59739	26	0
37984	60511	19	0
37984	49555	63	0
37984	24401	63	0
37984	29502	23	0
67821	72425	62	7
67821	54705	78	0
67821	13265	64	0
67821	20135	82	6
67821	42542	82	0
67821	44153	82	0
67821	43038	59	2
105667	63010	92	0
57519	21816	90	3
51880	36482	99	0
5880	11266	4	4
42219	48637	61	3
45116	44365	74	0
45854	5766	91	0
57949	21931	26	3
47849	31557	82	0
12581	3600	91	2
79941	13792	57	0
17740	7161	81	0
49927	58168	24	1
30689	41810	92	0
41203	3104	5	8
67207	37563	48	1
36939	27763	48	0
13713	10975	33	0
80507	23006	45	0
62992	41800	83	0
99726	22037	69	0
34833	34100	99	0
26929	60580	27	0
95463	55194	56	0
50847	77132	40	2
53529	58758	11	2
94863	41619	43	0
94863	47896	43	0
101819	32196	23	0
78891	2491	10	1
83937	12729	13	0
26068	61501	72	4
26068	23029	9	3
74440	22259	26	0
10561	23478	69	0
53301	3600	91	2
96728	12729	13	0
8962	15213	89	0
8962	69938	59	0
8962	5077	59	0
4663	1245	9	0
81565	28747	79	2
81333	27244	23	2
60382	70797	83	0
11024	27255	34	3
96976	20026	26	0
31667	4463	19	0
75423	11150	92	0
41805	47412	79	0
2652	50538	45	0
54110	3125	32	0
54110	813	54	2
54110	73494	54	2
54110	34957	54	2
54110	39863	54	2
54110	32716	4	0
54110	33836	54	0
54110	48205	54	8
54110	27879	48	0
41065	38034	22	8
37773	7721	40	0
102148	64804	29	0
30139	55212	94	0
2450	348	96	0
33279	76777	88	1
33279	51880	13	0
33279	18618	92	0
18917	13666	98	0
4692	60121	47	3
8290	27768	85	0
65376	348	96	0
44333	52975	26	0
3437	27456	74	0
4802	77234	53	14
15032	2780	59	0
14525	9867	88	0
52211	61085	4	10
52211	35891	4	7
52211	48623	4	5
10756	26703	33	0
17982	70601	26	0
24061	4898	5	0
15656	30652	12	0
30479	70796	73	0
30479	35035	91	0
103959	52720	48	1
30216	348	96	0
58247	62355	24	6
87295	39167	60	0
92219	58648	67	0
23649	28849	69	0
28835	25963	30	0
56300	27252	92	3
99012	23138	10	3
13317	71839	83	2
101261	60497	43	0
88755	49415	88	0
9661	73223	21	0
9661	63694	2	1
9661	2587	69	0
9661	8415	4	5
9661	72818	54	15
9661	44912	23	0
9661	53081	10	0
9661	72140	31	4
9661	19760	23	7
9661	46978	48	0
9661	35434	86	0
9661	4319	86	1
9661	54723	69	0
9661	77401	69	2
9661	74880	23	0
9661	1898	82	0
9661	70607	86	0
9661	3830	92	0
57916	42113	35	3
72966	32691	5	0
24305	24843	69	0
8398	23073	79	0
18696	12556	30	0
104618	40605	60	9
21644	74435	47	0
103474	17060	91	0
103474	75245	91	1
28830	73550	51	0
65013	67668	35	0
17525	55073	99	0
20603	50571	24	0
84719	70976	69	8
6110	29742	24	0
76032	77547	10	2
76032	54068	10	2
38917	9611	10	0
81974	11159	99	0
61820	29331	16	0
61820	32900	66	0
61820	62439	99	0
61820	71404	99	0
61820	24867	39	2
61874	6066	72	2
61874	9360	70	0
34068	8749	6	0
87269	63677	6	0
6704	15726	51	0
93052	19579	89	5
93052	20109	93	0
57555	74276	56	0
757	24530	41	0
44113	64804	29	0
63410	76760	19	0
4237	62972	45	0
65408	52541	16	0
87212	52239	62	9
57542	41641	59	3
57542	76331	30	6
30232	76885	61	0
99159	41940	24	0
87555	32584	79	2
50435	63955	45	0
63178	24097	13	0
11216	20274	35	2
53921	33898	7	0
18989	63511	92	0
3026	53466	92	0
3026	57124	59	3
44340	12279	19	0
68663	49080	73	0
84539	71370	43	0
63036	41211	91	0
103140	21973	35	22
94824	14888	69	0
91147	69663	69	0
9763	40262	35	4
9763	15399	26	0
57216	60082	33	0
73700	13360	73	3
72978	5398	69	3
64689	55017	91	0
16558	23879	92	3
16558	45820	45	0
16558	49418	6	2
42229	24719	56	5
87837	31710	10	0
87837	40168	35	2
18785	41087	50	2
26901	6347	13	2
25208	62501	57	2
25208	19077	50	0
25208	23849	59	4
43271	1336	13	0
41425	62356	64	0
104683	3764	6	0
99790	72605	64	0
85961	8788	31	0
91187	41713	69	0
89872	23565	9	0
10407	48196	73	6
99881	42088	46	1
99881	77153	46	0
99881	51122	46	0
99881	74471	46	1
99881	16509	21	0
49180	31464	88	0
61233	57910	92	0
36315	19217	34	2
88201	40570	69	5
3369	13077	26	4
66386	25800	98	0
11754	28393	56	0
22900	59302	69	4
29903	53916	21	3
9547	28969	10	0
83871	75258	31	9
83871	48196	73	6
21277	6522	54	0
42980	5851	45	0
70368	2777	49	4
63128	13832	77	2
63128	43857	77	0
63128	15668	48	0
63128	4353	14	0
45913	57438	4	1
88798	62698	91	0
2895	52651	61	0
62858	66423	86	0
53580	43768	29	2
44639	77284	82	0
42726	71220	62	5
47070	5225	54	3
93460	31138	19	0
86972	58685	17	7
100517	55059	38	0
41779	47360	66	0
105742	52876	78	2
105742	65044	22	5
24715	1091	77	0
60934	63791	6	0
60934	62225	96	0
2316	39296	22	0
78647	879	52	0
78647	32048	62	3
78647	43007	4	0
78647	64229	26	0
103020	17636	5	0
26447	46447	64	0
15261	41789	16	6
54948	60110	31	0
13429	9095	55	4
16698	19178	9	0
46037	76133	32	0
98159	27789	13	4
98159	43226	69	0
98159	66252	9	1
98159	17836	69	0
98159	16659	69	3
98159	53880	9	0
98159	47941	9	0
29264	56006	26	0
21970	27916	82	0
84517	56051	59	2
12705	40916	53	0
57195	4087	10	0
57195	20727	17	0
57195	44271	10	0
3713	14742	62	3
39091	41001	82	2
15347	55660	73	0
17743	28452	74	0
105780	60811	67	1
105780	64436	22	0
94167	42973	31	0
61898	31468	58	0
23216	66891	31	0
20114	56153	33	0
49903	63340	92	0
36500	65315	21	9
63396	32760	15	0
74844	34713	54	10
74844	16010	6	0
74844	69220	58	3
74844	64699	34	1
74844	13228	58	3
96266	9727	94	0
54789	28405	23	1
57660	64951	33	4
57660	12473	69	0
67337	33884	86	0
70782	47139	25	5
22418	3632	48	3
22418	14409	89	1
22418	46534	59	0
67418	13974	4	5
67418	24318	58	0
91052	9286	57	3
57851	22829	45	0
57851	68972	45	0
45906	34718	6	5
45906	58733	6	4
60105	56592	10	0
60105	6122	17	0
89578	60903	54	0
89578	9430	83	0
89578	23347	78	5
53769	58551	70	0
53769	18774	96	7
53769	2607	69	10
53769	19029	51	0
100096	21097	47	0
100096	48906	83	0
33770	33054	11	0
67087	77375	31	4
63593	37734	80	0
63593	68919	3	0
63593	66455	44	0
77248	62686	25	0
77248	7749	4	5
77248	34325	25	0
5940	52492	92	6
5940	73860	92	1
855	25839	81	0
73894	23560	71	1
67550	56793	10	0
54350	31622	81	0
61343	12265	43	0
668	61845	57	0
668	32373	57	0
668	49718	57	0
54681	52215	26	0
16869	43207	54	1
54568	42731	58	2
78293	22325	50	1
78293	4339	90	3
78293	57411	50	0
104188	63225	24	0
19484	65326	49	0
50653	70550	70	0
89439	32585	62	3
89439	48624	26	2
38249	25016	20	7
38249	4223	20	2
58954	24002	70	0
58954	54583	55	0
99506	13378	33	0
99506	47673	55	0
66173	63144	62	0
66173	23528	96	5
66173	49455	64	2
66173	36466	41	3
51644	60836	45	2
51644	40911	73	1
51644	30218	83	0
51644	71892	2	0
80761	24357	45	5
89070	53729	21	0
60610	63808	54	1
70488	50579	45	2
70488	64189	45	1
102753	63148	50	0
21468	66758	51	0
18583	68447	91	2
18583	43608	76	0
92974	7083	57	0
98004	63894	10	0
98004	55260	47	0
70569	18561	21	2
70569	57669	26	0
70569	53927	25	4
86616	63459	85	0
47308	7014	91	0
47308	17890	80	0
47308	69631	79	0
72180	47778	6	0
72180	73944	6	0
12445	45026	74	0
74786	65904	4	0
74786	55708	90	0
74786	75354	4	0
8209	17194	45	4
8209	27143	92	2
8209	73373	45	2
8209	418	69	0
8209	2350	9	0
8209	40524	56	0
8209	63669	11	0
8209	46280	9	2
8209	1664	69	7
8209	27129	9	7
8209	34616	69	6
8209	69389	2	0
8209	45901	92	2
8209	34756	69	2
8209	37765	4	2
8209	10557	69	3
8209	38154	56	0
31487	17828	19	0
64510	70898	50	2
59433	6262	45	0
59433	53202	45	0
51701	48518	68	0
46739	46853	31	0
22739	5	39	0
11070	60586	66	0
69303	65334	54	2
31816	12609	39	0
62886	39230	78	0
18090	30010	57	0
50809	69127	90	0
50809	37132	69	0
51182	13160	54	3
105570	3977	16	2
66361	47326	64	0
30538	73963	85	0
30538	28176	64	2
60431	23853	58	4
97008	26818	40	0
97008	68453	7	0
89301	59652	5	0
89301	57166	25	2
89301	47378	5	0
53090	46514	81	0
53090	38842	56	0
53090	21416	65	0
38138	64394	64	8
38138	53012	21	0
38138	23280	21	0
38138	48286	62	0
42853	50678	83	0
16459	44026	79	0
86046	37499	15	0
56211	67848	21	0
56211	35120	62	3
56211	75326	96	0
56211	40168	35	2
33651	19164	53	0
34964	5974	17	0
34964	39948	17	0
71620	36287	43	0
19820	75488	69	1
41730	30536	4	0
41730	37210	24	0
41730	59454	9	0
22255	23987	56	0
22255	12588	48	0
65502	20892	53	0
78645	55125	6	0
78903	75433	69	4
85603	28018	9	0
39072	11624	26	0
95481	28361	35	8
14195	48366	58	0
49680	9845	79	0
65631	27805	99	0
43829	5791	10	0
9122	57246	61	0
9122	44752	87	0
70836	75433	69	4
12378	60793	90	5
12378	58857	52	0
35935	3743	73	0
73855	9024	26	0
30624	7013	4	2
30624	77029	89	3
30624	25094	86	0
40051	74489	24	0
69918	23303	34	0
63803	3804	97	0
6009	14029	29	2
54259	9865	69	4
41218	56034	67	0
41218	19866	96	0
55583	22196	11	1
55583	1433	11	0
9060	38486	26	1
78556	19886	83	0
3771	51136	25	0
91342	58422	1	0
73605	14839	21	0
43298	43202	62	4
34548	6348	61	0
5714	8034	9	0
68579	57977	20	0
51850	50497	35	8
51850	41936	46	0
51850	53738	98	4
104696	7115	56	2
11079	5921	66	0
84885	65959	16	15
84885	15590	3	0
90645	22367	25	4
90645	62894	25	0
90645	19684	62	2
90645	67093	65	0
90645	57305	21	0
96999	30234	10	0
38954	61122	82	0
103823	41630	65	0
103823	49926	65	0
103823	8528	89	0
103823	24161	8	15
103823	23920	54	6
103823	46460	61	2
103823	17978	61	1
56078	1259	5	0
36200	24818	69	0
4054	16065	50	0
4054	18993	4	0
77572	46102	98	2
67274	67355	74	0
87527	37316	29	1
84255	65183	19	0
55845	66024	31	0
51067	69283	67	0
26816	15409	10	1
26816	70204	31	0
26816	61107	10	4
26816	39410	25	4
26816	23718	77	2
26816	45469	96	9
6921	26614	4	0
18025	68659	21	0
18025	34508	21	8
18025	26319	62	0
24761	3596	62	6
24761	63339	25	0
87738	69318	19	0
87738	67152	69	0
27263	11800	4	7
27263	69139	35	8
5170	24818	69	0
98217	31896	49	1
98217	18627	49	0
21561	1055	96	0
21561	24965	62	8
21561	62370	10	3
11973	20533	10	1
49429	63216	9	0
70807	5241	78	0
40205	8857	69	3
40205	11022	21	0
40205	47692	21	1
40205	33893	54	3
40205	22853	21	2
40205	46980	21	5
40205	3081	21	0
40205	1676	78	0
40205	22543	31	0
40205	31354	65	0
72776	638	37	2
45019	60615	44	1
16577	20757	26	0
45802	77109	40	0
81088	33900	69	3
37231	51595	33	0
37231	28809	13	5
37231	65224	13	9
37231	67295	98	0
37231	24097	13	0
59304	21431	26	0
43182	75887	87	0
43182	2236	14	0
52646	27669	52	0
52646	56726	19	0
52646	67380	90	0
52646	30858	79	2
52646	75204	25	3
37762	50497	35	8
37762	41936	46	0
37762	53738	98	4
13663	43736	9	0
13663	77143	9	6
15356	8390	77	0
101572	44204	28	0
16646	14029	29	2
92642	24500	55	0
37318	43696	64	2
78453	64426	65	0
31082	10271	21	0
99570	12699	26	0
52184	7071	13	2
222	14188	83	0
26084	17928	48	6
105875	73317	50	0
98604	69998	43	0
66190	4947	41	0
66190	41695	25	9
33280	64196	66	0
3291	46142	68	0
43100	36133	29	2
96040	3197	32	0
26216	34580	50	6
8769	24149	54	6
99355	67579	4	2
99355	38014	82	0
72381	34410	3	3
72381	10086	26	0
86799	2138	11	0
86799	9577	61	0
86799	26461	19	0
50770	70142	88	0
50770	8040	26	0
71700	60367	99	3
82261	43858	48	0
53742	49704	9	0
10562	3811	24	0
67953	43903	66	0
39272	2980	67	0
54962	33597	21	0
73864	65231	29	0
39275	54221	94	0
10995	28321	64	0
10995	66459	60	4
10995	15749	60	2
31728	9615	54	12
36432	29269	9	1
7091	28159	23	0
29074	69445	28	0
2689	68772	30	0
2689	2948	80	0
2689	76810	13	0
28761	54480	12	0
31305	17956	30	0
31305	15839	14	0
31305	31234	2	3
31305	75659	69	0
31305	41891	2	1
31305	71205	31	4
31305	47402	20	2
31305	10007	98	0
31305	15024	74	0
31305	66608	46	5
84515	21164	49	0
23892	57021	61	0
13548	71784	22	4
53821	59983	54	0
20761	26062	69	0
59914	14154	21	6
59914	8112	21	0
14407	22121	92	0
21316	74992	60	2
21316	74224	19	0
26400	15067	92	3
26400	76669	99	0
2872	57354	8	1
17195	46030	55	2
80558	4212	26	0
9025	18875	4	0
17451	8444	46	5
94368	4115	65	0
97335	46356	64	7
97335	42494	6	0
102583	49928	92	0
100485	31123	6	0
13392	18586	77	5
53621	39977	26	3
53621	77172	26	2
53621	57143	26	0
40845	42338	67	0
16992	42494	6	0
40159	5238	48	7
40159	62973	48	3
34924	48785	54	10
97895	26446	10	0
50641	26841	9	0
50641	56925	9	0
495	1689	92	3
14261	19955	8	1
14261	75705	42	4
14261	14026	23	3
86955	67244	72	5
86955	44880	72	0
18052	8738	24	2
18052	35140	24	10
23289	74824	78	5
23289	47538	4	6
23289	36705	4	2
23289	72257	4	2
23289	6296	72	0
23289	63071	26	0
23289	64477	82	0
23289	17626	37	0
23289	52570	33	0
23289	43881	81	0
41130	39682	35	3
31114	28930	48	3
41297	53942	87	0
12282	48997	64	1
12282	50249	42	0
12282	61456	97	4
12282	28456	85	3
12282	35352	64	0
12282	45604	92	0
12282	26792	0	0
12282	45231	15	1
12282	12496	43	4
12282	66243	18	0
12282	72007	86	4
12282	76787	86	0
61519	53309	99	3
50796	46449	24	0
64660	17547	48	0
64660	46587	14	0
42827	58419	87	0
43929	13653	91	0
102383	60228	66	1
102383	19122	58	0
102383	55190	66	0
75243	10926	54	2
80562	12157	50	0
80562	59628	9	3
56014	24721	69	0
52726	19274	33	0
73856	20360	67	2
94866	32754	66	0
37712	40926	48	0
102779	42145	10	2
102779	55450	95	2
17593	56269	10	2
103059	28044	53	1
1217	28756	23	1
70032	46775	33	0
70032	13047	69	0
70032	35285	88	0
70032	69097	18	0
42750	25784	25	1
32146	26493	14	0
8877	25363	8	4
66136	53525	73	0
66136	9480	24	1
66136	5445	33	0
19317	49654	8	1
19317	16753	97	0
58828	21013	6	0
25458	71255	71	2
17035	11834	33	0
23415	32244	22	0
23415	7406	22	1
23415	29618	22	1
85082	72515	69	0
92393	24486	50	2
92393	57249	77	2
42901	33103	65	0
42901	25273	69	5
42901	12814	5	0
58591	75419	91	0
98740	36915	29	0
10838	75011	4	0
50574	840	24	0
26267	54186	26	0
26267	36703	21	8
26267	25784	25	1
26267	44829	21	0
94709	70040	86	4
50886	15467	16	1
50886	70436	99	0
50886	57136	16	0
50886	30288	91	1
50886	15067	92	3
50886	61891	16	3
50886	59821	16	0
50886	3718	16	0
50886	23003	56	1
50886	68270	56	2
50886	30191	16	4
50886	69974	91	0
50886	56721	99	0
50886	26459	79	0
50886	76669	99	0
50886	32285	16	0
54642	36682	16	0
54642	66839	82	0
48347	22	48	7
48347	28232	35	2
4445	19626	69	0
17135	58304	56	2
17135	68838	2	1
17135	53854	99	9
30107	29331	16	0
30107	60124	2	0
30107	46698	15	0
51958	14227	10	0
51958	74240	33	2
51958	4272	79	0
47351	61733	54	0
47351	70552	16	0
46405	33830	23	1
17974	31401	89	0
43517	77219	92	0
80830	39528	42	1
80830	30909	42	1
20825	4396	28	0
20825	6547	62	0
20825	64496	62	0
58148	57860	61	0
58148	27494	61	2
102683	59378	26	2
102683	29677	96	0
99353	46108	1	0
99353	9814	1	0
10051	43599	16	0
10051	18149	48	0
10051	30425	69	4
10051	48446	92	0
10051	3224	64	2
10051	26969	45	2
10051	22464	70	0
10051	14504	45	1
10051	60940	65	4
10051	51458	2	6
10051	54380	45	2
10051	51397	2	0
10051	2066	69	3
7473	3718	16	0
44320	67242	96	8
98379	13019	71	0
98379	211	82	0
69767	67254	24	10
69767	9480	24	1
56935	3528	54	8
56935	32971	54	8
56935	9050	47	0
22533	8962	79	0
22533	26912	64	5
104697	41819	65	0
52626	31736	33	0
25900	11716	26	0
25900	27427	35	12
25900	47309	1	0
99175	30103	9	5
3859	11606	73	2
68612	61888	5	0
68612	30493	5	0
93804	68947	85	2
93804	74956	95	0
54095	59300	94	0
54095	58317	30	9
21535	946	23	1
20184	2004	92	0
20184	16290	99	0
80882	74475	99	1
80882	60197	99	5
74242	10187	24	3
78282	46341	67	0
78282	73456	74	0
78282	4014	31	2
35101	8394	61	1
93183	48779	26	0
28552	37633	61	0
21992	17124	29	0
8408	3020	6	0
8408	33041	6	5
8408	61820	6	0
8408	6846	69	0
103872	45204	62	0
13412	55302	39	0
13412	43930	10	0
96970	30027	26	0
56370	28731	5	4
62026	17849	54	0
60800	34540	77	0
66933	42575	82	8
66933	12260	82	0
20929	27493	72	0
20929	17567	74	1
20929	68517	48	0
20929	75763	9	0
88929	73962	62	5
22492	21088	3	0
21222	10537	62	7
6219	54685	72	5
75876	17990	31	3
75876	74760	91	0
75876	7751	15	0
53355	16119	35	31
103118	23442	53	3
103118	27169	89	0
67635	43007	4	0
46867	68146	45	2
46867	12963	45	2
2223	54882	91	3
1038	22996	3	0
1038	7147	10	0
66094	43725	90	2
78322	13412	48	0
78322	54012	48	2
78322	35613	33	1
31751	4176	26	0
31751	25711	90	0
10846	28770	21	0
10846	70081	60	7
10846	4415	55	2
10846	45029	53	0
10846	54384	55	7
10846	25512	14	2
45054	72216	76	0
45054	66362	52	0
48866	55639	99	0
98839	21651	96	0
49930	3991	26	0
102710	33540	22	6
46725	59390	56	7
75407	50615	73	1
30382	59902	10	0
30382	37499	15	0
30382	11720	33	0
92800	74350	71	0
41246	28760	3	0
37610	35653	29	2
37610	59216	17	0
37610	39892	47	0
52383	46557	71	0
84589	4277	89	0
84589	37583	54	0
84589	15702	8	0
84589	31020	33	0
84589	63553	86	0
84589	20839	50	0
84589	22012	89	0
84589	72993	85	0
84589	64009	76	0
84589	40084	22	0
84589	61233	57	0
39646	1591	16	0
93322	35051	30	1
93322	36000	82	1
49808	6681	43	0
49808	12587	43	1
49808	64837	19	0
84678	77249	30	3
27204	53605	28	0
27204	49487	63	3
18410	2430	19	0
18410	59089	69	0
21995	60657	30	0
21995	53641	64	2
21995	27604	83	0
21995	2388	4	0
57459	60111	58	7
29999	41089	21	2
34927	33824	52	0
95214	57628	7	0
37831	25688	55	4
37831	25372	69	0
74452	30813	29	2
74452	40050	83	0
40531	62094	65	0
68330	17241	98	0
68330	16652	52	0
41277	16746	24	2
74874	16670	23	8
74874	33999	23	11
74874	50794	71	0
74874	11601	96	2
74874	13802	92	1
74874	11806	10	0
74874	23735	96	0
74874	3083	8	2
74874	40518	67	2
74874	20341	23	0
74874	20952	48	3
74874	26867	77	0
74874	22026	39	3
74874	74455	67	0
74874	40670	23	1
74874	37042	69	0
74874	20545	71	0
74874	32435	82	4
74874	43958	23	0
74874	1944	48	2
74874	41938	67	0
98893	24762	74	0
53060	67790	34	3
52261	41977	99	0
7859	9540	42	0
91206	38975	54	0
91206	1026	62	2
40848	53186	79	0
100835	37531	74	0
92807	72083	47	0
92807	35909	43	2
16997	71845	55	0
16997	6310	55	1
38087	45426	49	3
30417	76945	76	0
82893	21062	34	2
35631	59134	61	5
36540	21036	69	0
70292	75807	8	3
78583	29167	39	3
78583	40169	9	0
96301	21296	26	2
78865	62639	6	0
93507	53794	83	3
18648	68997	81	0
91945	62599	30	0
62587	24212	2	0
96331	34932	69	0
96331	42249	32	0
63180	18384	24	2
63180	33758	24	3
62936	62388	4	6
62936	34694	4	10
64500	67981	96	6
57010	27353	71	5
2522	20224	38	0
72521	3193	95	0
72521	58051	95	0
52794	48008	40	3
52794	63541	67	3
23863	74423	33	4
49945	69256	4	0
23430	20430	67	0
23430	35837	81	0
3458	60626	59	2
38637	68524	6	0
38637	26475	53	0
3081	55570	59	0
35131	14087	25	0
71371	2512	46	0
71371	38227	47	2
71371	19832	34	0
71371	30023	47	4
71371	33911	82	0
71371	68849	14	0
71371	30973	47	0
71371	12101	54	5
71371	43434	47	0
71371	30875	47	2
71371	33918	46	1
71371	18263	31	4
71371	50556	47	3
71371	61281	31	2
71371	68071	46	1
71371	15660	31	3
43896	55674	16	2
43896	52331	16	0
15344	8021	69	0
4694	71611	21	2
1744	56311	15	0
1744	54012	48	2
92266	42747	26	3
92266	68801	17	0
92266	2056	76	1
15111	5754	67	5
15111	30883	49	3
15111	8370	89	3
15111	48735	54	3
15111	1566	82	4
33937	51812	24	0
33937	53696	60	0
33937	44376	48	0
33937	554	3	2
33937	75398	31	4
33937	15083	26	2
33937	55506	76	10
33937	3544	54	3
33937	51603	54	5
33937	71274	19	0
33937	59868	26	0
33937	13114	95	5
33937	6826	8	11
33937	30942	54	1
33937	30146	3	0
33937	4616	96	0
33937	28373	23	2
33937	33971	48	0
33937	25265	54	2
33937	3822	28	0
33937	74596	8	1
33937	53346	37	0
33937	33122	60	1
33937	56016	39	6
33937	6669	54	20
33937	47674	32	0
52137	46152	19	0
34171	23616	59	3
43395	62974	53	0
3159	18340	26	0
16195	76173	54	0
25309	26099	16	0
78268	29917	82	0
78268	73629	59	0
78268	56191	37	0
78268	23336	16	2
78268	25213	59	3
78268	28173	31	0
78268	61597	59	3
78268	25017	59	0
78268	64607	16	0
70499	56670	10	0
85516	28442	69	1
85516	71125	85	0
95713	66330	64	0
48232	59769	70	1
78585	54456	77	0
78585	31584	14	0
78585	14102	4	4
73880	37407	82	10
12781	44590	4	4
12781	57438	4	1
12781	12452	49	0
54938	66201	33	2
3617	42314	28	0
3617	32682	26	0
4724	62312	45	0
4724	39908	92	0
17297	38503	96	0
102535	55812	35	0
102535	42850	99	0
102535	4838	11	0
33994	53886	69	0
71558	31490	82	0
57001	43794	3	4
57491	65113	87	0
31381	71494	33	0
97910	11149	64	0
26468	64331	73	4
82390	54274	33	0
82390	16688	96	0
22568	41717	53	0
87865	59350	1	2
3916	32396	45	1
114	25202	63	2
14286	233	82	0
14286	31646	26	0
14930	22961	64	0
14930	17970	8	3
90524	31585	21	7
90524	22623	49	3
90524	8710	21	0
90524	77592	70	3
97095	15549	35	29
97095	2178	35	6
97095	65130	35	3
97095	2742	35	0
97095	68210	45	0
97095	19189	35	16
97095	7422	35	34
97095	61964	35	9
97095	30028	35	0
62850	72469	39	0
90469	68920	2	2
80221	71111	57	0
101617	36355	89	1
21693	66310	72	0
21693	59759	9	16
21693	55985	9	1
21693	62691	48	0
21693	24834	9	0
21693	11004	48	4
24753	63948	82	0
9811	61193	48	0
58121	56772	65	4
71933	63270	47	0
94796	37072	2	0
57303	49663	5	0
57303	18153	49	9
105684	56670	10	0
17503	21110	6	0
37572	43653	54	8
72212	34892	98	0
72212	56548	72	3
90641	13262	96	4
26806	29192	9	5
26806	41443	23	0
104006	45361	95	7
104006	15429	54	0
78398	72417	71	2
69694	32513	66	0
69694	48390	16	3
69694	61673	81	0
69694	60528	45	2
73064	9143	47	1
42343	71174	33	0
69441	14481	2	0
69441	40863	31	2
69441	68839	78	0
69441	37570	31	2
69441	1071	58	0
69441	66541	77	0
69441	31594	73	0
69441	27845	31	1
3146	70841	82	0
97606	24462	77	0
97606	14177	26	3
49900	62064	84	0
49900	19301	55	4
49900	8869	84	0
70880	66523	11	3
38505	58731	5	0
56532	33749	74	3
56532	54659	4	7
56532	68065	43	11
56532	39560	43	3
56532	30144	43	3
60938	24870	67	0
43322	42328	61	9
43322	8333	61	9
43322	19104	61	9
98937	36733	15	0
